north_count,south_count,east_count,west_count,north_wait,south_wait,east_wait,west_wait,north_density,south_density,east_density,west_density,emergency_active,peak_factor,target_phase,target_timing_north,target_timing_south,target_timing_east,target_timing_west,target_risk,scenario
5,19,79,83,4.61,23.62,85.08,119.17,5.0,19.0,79.0,83.0,0.0,0.86,3,15.38,17.23,38.39,49.01,2,evening_rush
46,25,30,36,149.3,145.31,118.97,150.15,46.0,25.0,30.0,36.0,0.0,0.6,0,36.18,26.19,25.95,31.67,1,storm
18,4,8,2,9.84,18.78,6.82,7.32,18.0,4.0,8.0,2.0,0.0,0.16,0,24.37,17.57,18.87,15.98,0,balanced
79,62,8,17,109.32,75.07,6.94,15.29,79.0,62.0,8.0,17.0,0.0,0.73,0,51.84,35.32,15.79,17.05,2,morning_rush
21,8,10,13,2.14,22.01,16.75,15.52,21.0,8.0,10.0,13.0,0.0,0.25,0,23.92,20.42,21.03,22.61,0,balanced
6,10,73,66,5.97,14.28,116.28,54.33,6.0,10.0,73.0,66.0,0.0,0.81,2,15.64,16.3,54.91,33.16,1,evening_rush
46,31,12,10,58.83,46.94,11.02,8.92,46.0,31.0,12.0,10.0,0.0,1.0,0,49.17,34.3,18.65,17.89,1,morning_rush
63,87,76,77,60.8,68.98,71.8,135.29,63.0,87.0,76.0,77.0,0.0,1.0,3,24.22,29.17,27.82,38.8,2,gridlock
61,95,62,87,47.44,148.31,129.24,41.86,61.0,95.0,62.0,87.0,0.0,1.0,1,21.52,43.71,31.27,23.5,2,gridlock
24,2,22,17,10.53,3.86,21.94,8.47,24.0,2.0,22.0,17.0,0.0,0.28,2,27.0,15.85,29.33,23.08,0,balanced
6,20,36,75,7.43,26.41,33.41,119.69,6.0,20.0,36.0,75.0,0.0,0.74,3,15.74,18.82,22.9,60.0,1,evening_rush
64,66,96,62,120.15,126.5,90.81,88.3,64.0,66.0,96.0,62.0,0.0,1.0,2,30.2,31.51,32.37,25.93,2,gridlock
4,9,22,4,17.09,19.74,21.26,7.2,4.0,9.0,22.0,4.0,0.0,0.22,2,17.03,19.86,27.29,16.6,0,balanced
89,43,5,13,116.31,47.43,5.12,12.55,89.0,43.0,5.0,13.0,0.0,0.83,0,60.0,25.4,15.51,16.58,2,morning_rush
17,17,9,9,19.0,18.06,15.11,23.72,17.0,17.0,9.0,9.0,0.0,0.39,0,24.51,24.31,19.6,20.58,0,balanced
64,62,92,89,131.93,111.65,83.57,85.07,64.0,62.0,92.0,89.0,0.0,1.0,0,31.45,28.47,30.17,29.91,2,gridlock
61,61,61,74,43.3,40.96,75.82,44.99,61.0,61.0,61.0,74.0,0.0,1.0,2,27.55,27.06,34.74,30.65,2,gridlock
12,9,7,5,8.03,18.95,12.22,17.25,12.0,9.0,7.0,5.0,0.0,0.38,0,20.85,20.69,18.78,18.04,0,balanced
12,21,4,12,16.48,10.3,3.85,18.36,12.0,21.0,4.0,12.0,0.0,0.15,1,21.75,25.19,16.66,22.04,0,balanced
52,42,26,51,106.75,66.72,117.17,71.57,52.0,42.0,26.0,51.0,0.0,0.6,0,36.83,26.44,26.97,29.76,1,storm
79,41,13,7,99.63,38.91,12.92,5.73,79.0,41.0,13.0,7.0,0.0,0.71,0,60.0,25.95,17.03,15.92,2,morning_rush
67,56,12,9,82.45,72.59,14.74,9.39,67.0,56.0,12.0,9.0,0.0,0.96,0,47.53,39.25,16.94,16.28,1,morning_rush
65,73,23,16,76.86,93.71,27.64,24.35,65.0,73.0,23.0,16.0,0.0,0.98,1,37.87,45.84,18.82,17.48,1,morning_rush
16,18,10,22,24.6,9.99,17.59,20.92,16.0,18.0,10.0,22.0,0.0,0.2,3,24.69,22.8,20.19,27.31,0,balanced
28,47,21,40,118.58,78.66,64.88,137.81,28.0,47.0,21.0,40.0,0.0,0.6,3,29.19,31.11,21.08,38.62,1,storm
14,12,70,50,14.73,12.51,66.09,53.99,14.0,12.0,70.0,50.0,0.0,0.74,2,17.78,17.26,49.25,35.71,1,evening_rush
74,85,75,69,64.59,137.57,59.8,127.51,74.0,85.0,75.0,69.0,0.0,1.0,1,24.9,38.24,24.41,32.46,2,gridlock
8,20,20,6,3.62,10.33,3.22,3.48,8.0,20.0,20.0,6.0,0.0,0.21,1,19.0,26.77,24.91,17.99,0,balanced
82,62,5,9,78.35,75.59,7.07,9.99,82.0,62.0,5.0,9.0,0.0,0.99,0,48.63,39.62,15.59,16.15,2,morning_rush
7,23,45,72,6.5,33.64,38.21,86.31,7.0,23.0,45.0,72.0,0.0,0.81,3,16.02,21.09,27.93,54.96,1,evening_rush
5,19,19,20,3.77,10.63,12.12,3.22,5.0,19.0,19.0,20.0,0.0,0.24,2,17.4,25.76,26.16,24.46,0,balanced
27,29,42,38,31.2,16.27,14.05,10.06,27.0,29.0,42.0,38.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
11,23,2,11,16.12,8.97,17.03,5.79,11.0,23.0,2.0,11.0,0.0,0.3,1,21.87,27.09,16.28,20.35,0,balanced
20,18,20,24,14.79,24.9,4.45,24.6,20.0,18.0,20.0,24.0,0.0,0.28,3,25.09,26.37,22.85,30.07,0,balanced
17,24,57,38,17.35,25.92,69.94,32.13,17.0,24.0,57.0,38.0,0.0,0.7,2,19.31,22.34,50.21,28.14,1,evening_rush
12,12,13,6,6.28,8.55,2.87,10.43,12.0,12.0,13.0,6.0,0.0,0.14,1,21.21,21.56,21.2,18.44,0,balanced
16,11,93,61,24.75,9.89,112.82,54.4,16.0,11.0,93.0,61.0,0.0,0.79,2,17.25,16.1,57.26,29.39,2,evening_rush
3,20,19,8,20.81,14.53,3.17,5.33,3.0,20.0,19.0,8.0,0.0,0.13,1,17.03,26.73,23.47,18.75,0,balanced
7,16,91,63,11.04,20.76,86.22,70.11,7.0,16.0,91.0,63.0,0.0,0.79,2,15.81,17.33,51.11,35.75,2,evening_rush
2,10,13,14,21.59,19.09,18.55,10.76,2.0,10.0,13.0,14.0,0.0,0.12,2,16.17,20.53,22.11,21.37,0,balanced
88,90,75,69,48.97,107.57,86.44,60.98,88.0,90.0,75.0,69.0,0.0,1.0,1,26.21,37.86,30.46,25.46,2,gridlock
12,2,12,6,6.53,18.15,6.12,19.57,12.0,2.0,12.0,6.0,0.0,0.37,0,21.15,16.35,21.09,19.19,0,balanced
72,77,17,9,82.13,92.2,17.16,8.6,72.0,77.0,17.0,9.0,0.0,0.77,1,40.97,45.92,17.17,15.94,2,morning_rush
59,56,17,9,65.23,64.21,19.34,9.18,59.0,56.0,17.0,9.0,0.0,0.81,0,43.27,41.47,18.72,16.55,1,morning_rush
39,47,34,58,108.84,89.38,82.67,72.08,39.0,47.0,34.0,58.0,0.0,0.6,3,31.3,31.26,25.94,31.5,1,storm
20,21,12,11,17.69,24.35,13.72,9.33,20.0,21.0,12.0,11.0,0.0,0.21,1,25.6,27.88,20.8,19.78,0,balanced
46,51,5,6,50.76,70.09,5.08,6.51,46.0,51.0,5.0,6.0,0.0,0.97,1,38.6,49.12,16.02,16.27,1,morning_rush
68,72,11,18,72.93,105.52,13.49,23.15,68.0,72.0,11.0,18.0,0.0,0.76,1,37.46,48.54,16.31,17.68,1,morning_rush
23,6,3,11,22.42,4.92,14.84,14.25,23.0,6.0,3.0,11.0,0.0,0.2,0,28.56,17.34,16.49,20.39,0,balanced
85,47,16,13,104.27,39.86,18.96,13.77,85.0,47.0,16.0,13.0,0.0,0.84,0,59.72,26.01,17.48,16.79,2,morning_rush
20,29,42,19,32.46,29.1,17.24,30.12,20.0,29.0,42.0,19.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
9,16,18,11,14.9,18.63,14.25,6.97,9.0,16.0,18.0,11.0,0.0,0.1,2,19.7,24.11,24.27,19.74,0,balanced
75,51,9,15,99.89,73.84,9.35,19.6,75.0,51.0,9.0,15.0,0.0,0.97,0,52.37,34.21,16.1,17.33,1,morning_rush
9,5,20,5,2.16,23.43,13.82,9.25,9.0,5.0,20.0,5.0,0.0,0.34,2,18.9,18.56,26.46,17.56,0,balanced
29,28,28,46,10.1,27.05,39.62,26.87,29.0,28.0,28.0,46.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
12,17,32,37,19.8,23.3,12.61,25.51,12.0,17.0,32.0,37.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
41,67,21,10,64.35,81.6,30.89,10.55,41.0,67.0,21.0,10.0,0.0,0.79,1,32.61,50.48,20.3,16.61,1,morning_rush
58,37,26,23,128.9,97.62,73.29,128.68,58.0,37.0,26.0,23.0,0.0,0.6,0,43.01,28.58,22.33,26.09,1,storm
6,5,9,16,7.56,7.98,22.54,13.79,6.0,5.0,9.0,16.0,0.0,0.3,3,17.77,17.34,20.91,23.61,0,balanced
21,23,9,22,19.85,23.38,4.73,15.82,21.0,23.0,9.0,22.0,0.0,0.17,1,26.45,28.55,18.42,25.94,0,balanced
64,33,11,14,56.98,34.41,9.42,16.71,64.0,33.0,11.0,14.0,0.0,0.79,0,54.15,29.01,17.72,19.12,1,morning_rush
14,8,51,38,15.48,12.37,52.59,49.27,14.0,8.0,51.0,38.0,0.0,0.98,2,19.28,17.27,46.29,37.17,1,evening_rush
51,54,17,12,76.93,44.46,26.45,10.15,51.0,54.0,17.0,12.0,0.0,0.89,0,46.49,36.32,19.83,17.36,1,morning_rush
50,69,15,18,69.65,69.23,19.0,25.91,50.0,69.0,15.0,18.0,0.0,0.87,1,37.39,45.74,17.87,19.0,1,morning_rush
69,34,20,17,101.5,43.82,24.14,16.99,69.0,34.0,20.0,17.0,0.0,0.83,0,57.55,25.25,19.17,18.03,1,morning_rush
10,5,86,68,9.92,6.59,110.51,70.69,10.0,5.0,86.0,68.0,0.0,0.71,2,16.01,15.46,53.47,35.06,2,evening_rush
16,20,23,18,16.76,5.84,9.73,6.08,16.0,20.0,23.0,18.0,0.0,0.34,2,25.49,25.07,27.74,24.12,0,balanced
54,23,30,22,73.21,64.44,99.35,65.53,54.0,23.0,30.0,22.0,0.0,0.6,0,39.11,24.2,32.76,23.92,1,storm
66,78,65,84,128.77,108.99,75.46,84.61,66.0,78.0,65.0,84.0,0.0,1.0,1,32.46,32.46,25.31,29.77,2,gridlock
6,7,47,35,4.95,10.64,51.36,41.05,6.0,7.0,47.0,35.0,0.0,0.94,2,16.72,17.31,49.31,36.66,1,evening_rush
15,18,74,37,17.77,20.57,104.19,53.28,15.0,18.0,74.0,37.0,0.0,0.96,2,17.48,18.17,57.6,26.76,1,evening_rush
65,74,91,77,108.28,56.19,91.5,87.35,65.0,74.0,91.0,77.0,0.0,1.0,2,30.84,25.01,33.86,30.28,2,gridlock
10,16,38,36,9.76,18.99,59.11,38.71,10.0,16.0,38.0,36.0,0.0,0.92,2,18.12,21.21,45.0,35.68,0,evening_rush
48,69,8,17,69.68,101.71,7.04,25.23,48.0,69.0,8.0,17.0,0.0,0.74,1,33.39,52.44,15.99,18.19,1,morning_rush
9,7,9,3,17.77,10.25,14.61,3.27,9.0,7.0,9.0,3.0,0.0,0.22,0,20.31,18.45,19.93,16.25,0,balanced
14,4,7,5,7.65,21.71,15.47,15.53,14.0,4.0,7.0,5.0,0.0,0.27,0,21.66,17.65,19.02,17.88,0,balanced
10,7,8,9,4.08,7.13,16.42,8.52,10.0,7.0,8.0,9.0,0.0,0.18,2,19.67,18.52,20.03,19.68,0,balanced
3,12,12,9,22.83,10.31,4.79,4.86,3.0,12.0,12.0,9.0,0.0,0.38,1,17.34,22.0,21.12,19.6,0,balanced
79,49,19,7,93.38,66.86,22.98,7.43,79.0,49.0,19.0,7.0,0.0,0.94,0,53.3,32.56,18.29,15.84,2,morning_rush
89,80,77,81,136.96,86.13,110.42,59.74,89.0,80.0,77.0,81.0,0.0,1.0,0,37.34,27.75,30.56,24.36,2,gridlock
6,9,74,45,6.79,10.07,103.4,51.31,6.0,9.0,74.0,45.0,0.0,0.91,2,15.79,16.28,58.61,29.33,1,evening_rush
80,72,77,89,72.33,88.89,55.58,71.61,80.0,72.0,77.0,89.0,0.0,1.0,3,30.15,31.45,26.69,31.71,2,gridlock
18,16,82,76,21.64,14.1,115.63,80.6,18.0,16.0,82.0,76.0,0.0,0.72,2,17.11,16.58,48.99,37.33,2,evening_rush
23,20,13,20,18.93,2.78,18.72,20.6,23.0,20.0,13.0,20.0,0.0,0.37,0,28.81,23.17,22.77,27.46,0,balanced
64,39,22,18,58.26,60.29,21.53,25.34,64.0,39.0,22.0,18.0,0.0,0.92,0,45.49,34.11,20.51,19.89,1,morning_rush
64,46,19,11,83.26,63.57,22.16,13.26,64.0,46.0,19.0,11.0,0.0,0.86,0,49.53,34.57,19.01,16.89,1,morning_rush
17,23,6,6,14.81,2.73,6.64,10.58,17.0,23.0,6.0,6.0,0.0,0.16,1,25.39,25.51,18.01,18.31,0,balanced
83,79,72,87,84.65,121.06,143.11,78.37,83.0,79.0,72.0,87.0,0.0,1.0,2,27.57,31.89,33.26,27.28,2,gridlock
89,90,68,93,45.54,147.44,66.62,90.88,89.0,90.0,68.0,93.0,0.0,1.0,1,23.78,40.71,24.08,31.43,2,gridlock
14,24,40,77,18.45,31.48,58.95,88.55,14.0,24.0,40.0,77.0,0.0,0.97,3,17.37,20.34,28.93,53.35,2,evening_rush
18,7,47,83,22.68,8.93,66.13,114.15,18.0,7.0,47.0,83.0,0.0,0.86,3,17.67,15.76,29.4,57.17,2,evening_rush
11,7,43,56,13.04,8.08,51.17,48.13,11.0,7.0,43.0,56.0,0.0,0.98,3,18.03,16.71,39.64,45.63,1,evening_rush
40,60,13,9,51.76,48.45,10.52,12.42,40.0,60.0,13.0,9.0,0.0,0.95,1,37.41,46.96,18.26,17.36,1,morning_rush
17,16,15,15,3.79,21.62,8.44,14.38,17.0,16.0,15.0,15.0,0.0,0.25,1,22.42,25.64,22.33,23.46,0,balanced
18,18,68,58,21.55,24.76,73.48,80.52,18.0,18.0,68.0,58.0,0.0,0.73,2,18.17,18.4,42.74,40.69,1,evening_rush
18,9,19,23,3.53,5.81,14.75,23.26,18.0,9.0,19.0,23.0,0.0,0.16,3,22.31,18.86,25.13,29.84,0,balanced
74,38,19,17,102.75,40.5,19.32,20.65,74.0,38.0,19.0,17.0,0.0,0.81,0,58.38,25.17,18.36,18.09,1,morning_rush
6,11,89,64,5.44,14.53,140.78,74.37,6.0,11.0,89.0,64.0,0.0,0.74,2,15.45,16.03,57.15,31.37,2,evening_rush
11,16,66,66,14.85,22.08,96.06,100.08,11.0,16.0,66.0,66.0,0.0,0.7,3,16.34,17.29,42.63,43.74,1,evening_rush
17,18,42,56,23.61,18.04,39.78,53.9,17.0,18.0,42.0,56.0,0.0,0.99,3,20.49,20.14,33.49,45.88,1,evening_rush
10,23,70,71,15.4,28.61,75.53,98.75,10.0,23.0,70.0,71.0,0.0,0.71,3,16.25,18.83,38.87,46.05,1,evening_rush
16,7,93,46,15.23,6.32,135.89,38.76,16.0,7.0,93.0,46.0,0.0,1.0,2,16.76,15.62,60.0,23.2,2,evening_rush
62,70,14,8,90.98,72.79,17.76,12.52,62.0,70.0,14.0,8.0,0.0,0.78,0,44.52,42.2,17.18,16.1,1,morning_rush
6,23,51,40,7.15,26.8,62.06,36.76,6.0,23.0,51.0,40.0,0.0,0.94,2,16.38,23.28,47.91,32.43,1,evening_rush
18,21,40,70,16.5,22.55,48.31,67.48,18.0,21.0,40.0,70.0,0.0,0.84,3,18.8,20.08,30.52,50.6,1,evening_rush
14,24,71,72,21.72,24.35,100.89,81.67,14.0,24.0,71.0,72.0,0.0,0.9,2,16.9,18.45,44.84,39.81,1,evening_rush
10,6,63,31,8.84,9.54,67.39,30.35,10.0,6.0,63.0,31.0,0.0,0.74,2,17.42,16.48,59.01,27.1,1,evening_rush
82,95,87,76,44.73,103.98,148.39,69.57,82.0,95.0,87.0,76.0,0.0,1.0,2,22.65,33.29,38.97,25.1,2,gridlock
6,9,18,24,10.48,15.26,6.98,16.65,6.0,9.0,18.0,24.0,0.0,0.14,3,17.95,19.96,23.12,28.67,0,balanced
32,42,55,36,69.12,154.2,98.51,102.86,32.0,42.0,55.0,36.0,0.0,0.6,1,22.65,36.78,33.17,27.4,1,storm
16,46,27,18,33.19,38.65,19.23,31.65,16.0,46.0,27.0,18.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
42,54,17,19,52.46,50.5,26.66,23.63,42.0,54.0,17.0,19.0,0.0,0.86,1,36.6,41.97,20.57,20.85,1,morning_rush
38,12,29,34,32.78,24.5,21.29,18.27,38.0,12.0,29.0,34.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
40,65,5,19,50.29,73.37,5.91,29.01,40.0,65.0,5.0,19.0,0.0,0.98,1,31.66,52.02,15.85,20.47,1,morning_rush
66,64,5,5,79.9,61.57,6.31,6.74,66.0,64.0,5.0,5.0,0.0,0.89,0,48.05,40.54,15.7,15.71,1,morning_rush
55,35,17,11,55.89,44.9,19.59,10.71,55.0,35.0,17.0,11.0,0.0,0.79,0,48.64,33.1,20.42,17.85,1,morning_rush
22,2,14,19,11.0,13.09,12.77,7.97,22.0,2.0,14.0,19.0,0.0,0.35,0,27.31,16.18,23.18,24.87,0,balanced
8,11,66,71,7.93,14.43,65.3,57.3,8.0,11.0,66.0,71.0,0.0,0.72,2,16.22,16.96,43.92,42.91,1,evening_rush
19,15,75,37,18.82,17.93,114.33,37.56,19.0,15.0,75.0,37.0,0.0,0.9,2,18.1,17.4,60.0,23.81,1,evening_rush
89,90,64,78,70.04,97.99,82.62,147.77,89.0,90.0,64.0,78.0,0.0,1.0,3,26.98,31.48,24.99,36.55,2,gridlock
58,44,11,15,79.67,65.04,14.9,20.19,58.0,44.0,11.0,15.0,0.0,0.9,0,48.31,36.14,17.18,18.36,1,morning_rush
38,24,48,14,15.17,30.38,19.59,11.3,38.0,24.0,48.0,14.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
12,18,88,52,14.47,23.76,80.67,83.13,12.0,18.0,88.0,52.0,0.0,0.72,2,16.59,17.94,49.51,35.96,2,evening_rush
12,12,13,16,5.7,15.53,10.0,4.6,12.0,12.0,13.0,16.0,0.0,0.17,3,20.84,22.41,22.03,22.58,0,balanced
80,40,11,18,107.81,32.73,12.4,19.79,80.0,40.0,11.0,18.0,0.0,0.96,0,60.0,23.82,16.57,18.04,2,morning_rush
11,20,3,22,23.09,16.64,20.25,15.1,11.0,20.0,3.0,22.0,0.0,0.34,3,21.86,25.81,16.76,26.47,0,balanced
15,23,8,13,7.69,13.17,7.54,20.81,15.0,23.0,8.0,13.0,0.0,0.24,1,22.09,27.42,18.77,23.37,0,balanced
13,19,85,74,13.95,21.01,94.03,98.57,13.0,19.0,85.0,74.0,0.0,0.83,2,16.31,17.25,44.54,41.9,2,evening_rush
12,15,20,16,14.87,18.05,14.44,21.14,12.0,15.0,20.0,16.0,0.0,0.19,2,21.02,23.1,24.93,24.25,0,balanced
20,4,4,2,19.6,2.25,17.49,2.48,20.0,4.0,4.0,2.0,0.0,0.33,0,26.87,16.57,17.26,15.79,0,balanced
9,10,86,65,12.35,8.46,126.05,62.46,9.0,10.0,86.0,65.0,0.0,0.84,2,15.91,15.92,56.75,31.41,2,evening_rush
38,43,16,13,58.64,65.18,16.66,15.27,38.0,43.0,16.0,13.0,0.0,0.71,1,38.18,43.65,19.58,18.6,0,morning_rush
11,14,78,37,11.19,16.36,68.96,32.1,11.0,14.0,78.0,37.0,0.0,0.84,2,17.18,18.14,58.1,26.58,2,evening_rush
7,19,83,31,6.31,26.04,95.92,33.89,7.0,19.0,83.0,31.0,0.0,0.98,2,15.94,19.03,60.0,22.67,2,evening_rush
16,18,4,17,13.75,11.22,20.13,19.66,16.0,18.0,4.0,17.0,0.0,0.33,3,23.48,23.98,17.46,25.33,0,balanced
75,42,24,10,93.47,48.84,37.26,12.75,75.0,42.0,24.0,10.0,0.0,0.71,0,54.74,27.75,21.01,16.5,1,morning_rush
17,9,17,5,22.91,23.1,8.05,4.05,17.0,9.0,17.0,5.0,0.0,0.1,0,25.18,20.41,22.2,16.92,0,balanced
38,49,8,14,30.99,46.17,11.45,14.41,38.0,49.0,8.0,14.0,0.0,0.76,1,34.48,47.81,17.68,20.03,1,morning_rush
43,37,14,6,68.04,53.78,20.14,7.6,43.0,37.0,14.0,6.0,0.0,0.84,0,46.57,37.36,19.6,16.47,0,morning_rush
97,60,91,76,137.44,147.83,90.03,114.77,97.0,60.0,91.0,76.0,0.0,1.0,0,35.42,28.62,27.63,28.33,2,gridlock
43,42,13,8,38.11,63.46,12.62,11.26,43.0,42.0,13.0,8.0,0.0,0.95,1,37.04,46.71,18.92,17.33,0,morning_rush
16,24,71,31,25.42,24.57,109.87,35.65,16.0,24.0,71.0,31.0,0.0,0.72,2,18.22,19.75,59.42,22.62,1,evening_rush
8,5,68,33,11.67,4.63,62.64,47.76,8.0,5.0,68.0,33.0,0.0,0.79,2,16.91,16.0,56.04,31.05,1,evening_rush
2,12,7,18,15.79,19.23,23.64,21.18,2.0,12.0,7.0,18.0,0.0,0.19,3,15.94,21.12,18.93,24.59,0,balanced
22,17,24,5,18.79,8.65,12.16,17.88,22.0,17.0,24.0,5.0,0.0,0.3,0,28.41,23.14,27.52,17.98,0,balanced
5,10,81,42,7.57,10.98,77.21,35.91,5.0,10.0,81.0,42.0,0.0,0.98,2,15.82,16.78,59.66,27.74,2,evening_rush
6,6,3,9,24.7,23.63,15.12,13.06,6.0,6.0,3.0,9.0,0.0,0.27,3,18.66,18.58,16.48,19.23,0,balanced
17,14,7,14,8.73,18.1,16.13,10.93,17.0,14.0,7.0,14.0,0.0,0.19,1,23.12,23.35,18.99,22.05,0,balanced
80,78,84,72,75.24,53.52,55.41,63.43,80.0,78.0,84.0,72.0,0.0,1.0,0,33.08,28.23,29.65,29.03,2,gridlock
86,76,22,11,131.64,94.01,20.38,16.22,86.0,76.0,22.0,11.0,0.0,0.7,0,49.8,37.07,17.15,15.98,2,morning_rush
12,22,67,40,17.26,17.7,63.37,58.01,12.0,22.0,67.0,40.0,0.0,0.86,2,17.69,19.98,48.66,33.68,1,evening_rush
14,19,13,4,8.35,2.28,12.87,15.63,14.0,19.0,13.0,4.0,0.0,0.28,1,22.63,23.96,22.92,17.6,0,balanced
63,85,89,94,124.67,75.58,106.24,110.33,63.0,85.0,89.0,94.0,0.0,1.0,3,28.75,26.51,31.57,33.17,2,gridlock
13,21,50,31,14.4,20.28,69.91,31.51,13.0,21.0,50.0,31.0,0.0,0.82,2,18.68,21.8,51.87,27.65,1,evening_rush
85,74,61,81,109.77,133.82,42.59,102.5,85.0,74.0,61.0,81.0,0.0,1.0,1,33.34,34.48,20.84,31.35,2,gridlock
5,13,50,54,4.32,13.73,49.54,46.13,5.0,13.0,50.0,54.0,0.0,0.91,3,16.09,18.56,42.35,43.0,1,evening_rush
83,71,16,9,66.69,70.03,21.45,13.35,83.0,71.0,16.0,9.0,0.0,1.0,0,44.63,41.44,17.68,16.25,2,morning_rush
11,24,12,16,18.87,11.73,17.84,14.07,11.0,24.0,12.0,16.0,0.0,0.29,1,21.56,27.12,22.0,23.54,0,balanced
16,24,58,39,15.77,19.76,67.27,53.71,16.0,24.0,58.0,39.0,0.0,0.98,2,18.65,21.0,47.31,33.04,1,evening_rush
21,4,21,23,19.32,21.44,23.03,6.15,21.0,4.0,21.0,23.0,0.0,0.39,2,27.48,17.49,28.54,24.99,0,balanced
75,88,86,90,149.84,41.34,135.78,114.68,75.0,88.0,86.0,90.0,0.0,1.0,2,33.07,21.72,33.71,31.51,2,gridlock
9,8,9,12,16.58,4.93,12.54,2.91,9.0,8.0,9.0,12.0,0.0,0.27,0,20.81,18.9,20.28,20.57,0,balanced
87,53,12,15,120.94,44.67,15.49,18.15,87.0,53.0,12.0,15.0,0.0,0.78,0,60.0,26.46,16.46,16.94,2,morning_rush
14,5,62,37,19.89,7.38,63.98,39.86,14.0,5.0,62.0,37.0,0.0,0.75,2,19.11,16.09,53.74,31.07,1,evening_rush
88,71,66,83,56.8,146.62,75.71,94.61,88.0,71.0,66.0,83.0,0.0,1.0,1,26.12,36.78,25.65,31.45,2,gridlock
56,79,18,13,70.86,119.69,18.35,17.0,56.0,79.0,18.0,13.0,0.0,0.83,1,31.96,54.19,17.26,16.59,2,morning_rush
86,49,14,9,125.29,62.16,21.65,13.29,86.0,49.0,14.0,9.0,0.0,1.0,0,59.06,28.08,16.87,15.99,2,morning_rush
24,8,4,8,17.24,20.82,2.07,10.47,24.0,8.0,4.0,8.0,0.0,0.18,0,28.18,19.76,16.53,18.74,0,balanced
70,62,15,15,63.51,85.75,20.23,17.53,70.0,62.0,15.0,15.0,0.0,0.85,1,40.5,44.46,17.6,17.45,1,morning_rush
22,8,2,23,18.71,14.78,18.78,15.59,22.0,8.0,2.0,23.0,0.0,0.26,0,27.38,19.11,16.13,27.05,0,balanced
46,74,20,9,57.99,90.25,16.85,12.03,46.0,74.0,20.0,9.0,0.0,0.91,1,31.38,53.87,18.39,16.36,1,morning_rush
18,6,36,62,19.75,8.77,57.04,70.17,18.0,6.0,36.0,62.0,0.0,0.87,3,19.58,16.18,32.79,51.46,1,evening_rush
16,23,21,16,6.1,19.43,11.93,21.55,16.0,23.0,21.0,16.0,0.0,0.36,1,22.1,29.03,25.75,25.23,0,balanced
92,96,68,62,104.54,50.12,85.1,145.12,92.0,96.0,68.0,62.0,0.0,1.0,0,34.4,25.62,26.79,33.18,2,gridlock
5,21,92,50,7.71,24.08,100.41,49.57,5.0,21.0,92.0,50.0,0.0,0.97,2,15.55,18.38,58.33,27.74,2,evening_rush
12,24,33,17,19.98,37.52,34.35,18.02,12.0,24.0,33.0,17.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
38,60,5,18,35.13,87.68,6.23,26.29,38.0,60.0,5.0,18.0,0.0,0.91,1,27.66,56.4,15.88,20.05,1,morning_rush
58,56,14,15,66.64,64.33,15.91,13.41,58.0,56.0,14.0,15.0,0.0,0.85,0,43.07,41.3,17.81,17.83,1,morning_rush
17,17,40,48,16.96,16.25,55.2,65.12,17.0,17.0,40.0,48.0,0.0,0.76,3,19.53,19.45,36.48,44.54,1,evening_rush
20,24,13,8,2.66,15.06,22.65,14.39,20.0,24.0,13.0,8.0,0.0,0.12,1,23.04,28.0,23.36,19.27,0,balanced
17,11,80,68,18.54,15.42,66.46,93.65,17.0,11.0,80.0,68.0,0.0,0.71,3,17.44,16.47,40.99,45.11,2,evening_rush
69,32,24,10,90.69,25.64,21.61,9.98,69.0,32.0,24.0,10.0,0.0,0.94,0,59.64,23.05,20.54,16.76,1,morning_rush
72,54,6,19,114.09,76.37,4.82,27.95,72.0,54.0,6.0,19.0,0.0,0.76,0,52.14,34.06,15.6,18.2,1,morning_rush
82,57,21,9,98.66,58.64,22.85,8.42,82.0,57.0,21.0,9.0,0.0,0.94,0,53.71,31.91,18.35,16.03,2,morning_rush
14,19,21,24,24.72,22.83,18.87,11.91,14.0,19.0,21.0,24.0,0.0,0.14,2,23.28,25.8,25.94,25.62,0,balanced
79,73,74,88,122.34,57.96,65.03,40.1,79.0,73.0,74.0,88.0,0.0,1.0,0,39.89,26.59,27.93,25.59,2,gridlock
72,50,7,16,70.86,75.72,7.43,22.05,72.0,50.0,7.0,16.0,0.0,0.77,0,47.13,38.66,16.0,18.22,1,morning_rush
77,93,91,73,89.82,103.04,125.37,82.24,77.0,93.0,91.0,73.0,0.0,1.0,2,27.28,31.91,35.09,25.73,2,gridlock
57,40,43,29,100.83,150.97,52.39,80.39,57.0,40.0,43.0,29.0,0.0,0.6,1,35.77,36.88,23.81,23.54,1,storm
13,23,24,11,20.99,2.2,12.99,3.3,13.0,23.0,24.0,11.0,0.0,0.34,2,24.25,25.5,29.21,20.15,0,balanced
